time,trans
546,-9999
547,-9999
548,-9999
549,-9999
550,-9999
551,-9999
552,-9999
553,-9999
554,-9999
555,-9999
556,-9999
557,-9999
558,-9999
559,-9999
560,-9999
561,-9999
562,-9999
563,-9999
564,-9999
565,-9999
566,-9999
567,-9999
568,-9999
569,-9999
570,-9999
571,-9999
572,-9999
573,-9999
574,-9999
575,-9999
576,-9999
577,-9999
578,-9999
579,-9999
580,-9999
581,-9999
582,-9999
583,-9999
584,-9999
585,-9999
586,-9999
587,-9999
588,-9999
589,-9999
590,-9999
591,-9999
592,-9999
593,-9999
594,-9999
595,-9999
596,-9999
597,-9999
598,-9999
599,-9999
600,-9999
601,-9999
602,-9999
603,-9999
604,-9999
605,-9999
606,-9999
607,-9999
608,-9999
609,-9999
610,-9999
611,-9999
612,-9999
613,-9999
614,-9999
615,-9999
616,-9999
617,-9999
618,-9999
619,-9999
620,-9999
621,-9999
622,-9999
623,-9999
624,-9999
625,-9999
626,-9999
627,-9999
628,-9999
629,-9999
630,-9999
631,-9999
632,-9999
633,-9999
634,-9999
635,-9999
636,-9999
637,-9999
638,-9999
639,-9999
640,-9999
641,-9999
642,-9999
643,-9999
644,-9999
645,-9999
646,-9999
647,-9999
648,-9999
649,-9999
650,-9999
651,-9999
652,-9999
653,-9999
654,-9999
655,-9999
656,-9999
657,-9999
658,-9999
659,-9999
660,-9999
661,-9999
662,-9999
663,-9999
664,-9999
665,-9999
666,-9999
667,-9999
668,-9999
669,-9999
670,-9999
671,-9999
672,-9999
673,-9999
674,-9999
675,-9999
676,-9999
677,-9999
678,-9999
679,-9999
680,-9999
681,-9999
682,-9999
683,-9999
684,-9999
685,-9999
686,-9999
687,-9999
688,-9999
689,-9999
690,-9999
691,-9999
692,-9999
693,-9999
694,-9999
695,-9999
696,-9999
697,-9999
698,-9999
699,-9999
700,-9999
701,-9999
702,-9999
703,-9999
704,-9999
705,-9999
706,-9999
707,-9999
708,-9999
709,-9999
710,-9999
711,-9999
712,-9999
713,-9999
714,-9999
715,-9999
716,-9999
717,-9999
718,-9999
719,-9999
720,-9999
721,-9999
722,-9999
723,-9999
724,-9999
725,-9999
726,-9999
727,-9999
728,-9999
729,-9999
730,-9999
731,-9999
732,-9999
733,-9999
734,-9999
735,-9999
736,-9999
737,-9999
738,-9999
739,-9999
740,-9999
741,-9999
742,-9999
743,-9999
744,-9999
745,-9999
746,-9999
747,-9999
748,-9999
749,-9999
750,-9999
751,-9999
752,-9999
753,-9999
754,-9999
755,-9999
756,-9999
757,-9999
758,-9999
759,-9999
760,-9999
761,-9999
762,-9999
763,-9999
764,-9999
765,-9999
766,-9999
767,-9999
768,-9999
769,-9999
770,-9999
771,-9999
772,-9999
773,-9999
774,-9999
775,-9999
776,-9999
777,-9999
778,-9999
779,-9999
780,-9999
781,-9999
782,-9999
783,-9999
784,-9999
785,-9999
786,-9999
787,-9999
788,-9999
789,-9999
790,-9999
791,-9999
792,-9999
793,-9999
794,-9999
795,-9999
796,-9999
797,-9999
798,-9999
799,-9999
800,-9999
801,-9999
802,-9999
803,-9999
804,-9999
805,-9999
806,-9999
807,-9999
808,-9999
809,-9999
810,-9999
811,-9999
812,-9999
813,-9999
814,-9999
815,-9999
816,-9999
817,-9999
818,-9999
819,-9999
820,-9999
821,-9999
822,-9999
823,-9999
824,-9999
825,-9999
826,-9999
827,-9999
828,-9999
829,-9999
830,-9999
831,-9999
832,-9999
833,-9999
834,-9999
835,-9999
836,-9999
837,-9999
838,-9999
839,-9999
840,-9999
841,-9999
842,-9999
843,-9999
844,-9999
845,-9999
846,-9999
847,-9999
848,-9999
849,-9999
850,-9999
851,-9999
852,-9999
853,-9999
854,-9999
855,-9999
856,-9999
857,-9999
858,-9999
859,-9999
860,-9999
861,-9999
862,-9999
863,-9999
864,-9999
865,-9999
866,-9999
867,-9999
868,-9999
869,-9999
870,-9999
871,-9999
872,-9999
873,-9999
874,-9999
875,-9999
876,-9999
877,-9999
878,-9999
879,-9999
880,-9999
881,-9999
882,-9999
883,-9999
884,-9999
885,-9999
886,-9999
887,-9999
888,-9999
889,-9999
890,-9999
891,-9999
892,-9999
893,-9999
894,-9999
895,-9999
896,-9999
897,-9999
898,-9999
899,-9999
900,-9999
901,-9999
902,-9999
903,-9999
904,-9999
905,-9999
906,-9999
907,-9999
908,-9999
909,-9999
910,-9999
911,-9999
912,-9999
913,-9999
914,-9999
915,-9999
916,-9999
917,-9999
918,-9999
919,-9999
920,-9999
921,-9999
922,-9999
923,-9999
924,-9999
925,-9999
926,-9999
927,-9999
928,-9999
929,-9999
930,-9999
931,-9999
932,-9999
933,-9999
934,-9999
935,-9999
936,-9999
937,-9999
938,-9999
939,-9999
940,-9999
941,-9999
942,-9999
943,-9999
944,-9999
945,-9999
946,-9999
947,-9999
948,-9999
949,-9999
950,-9999
951,-9999
952,-9999
953,-9999
954,-9999
955,-9999
956,-9999
957,-9999
958,-9999
959,-9999
960,-9999
961,-9999
962,-9999
963,-9999
964,-9999
965,-9999
966,-9999
967,-9999
968,-9999
969,-9999
970,-9999
971,-9999
972,-9999
973,-9999
974,-9999
975,-9999
976,-9999
977,-9999
978,-9999
979,-9999
980,-9999
981,-9999
982,-9999
983,-9999
984,-9999
985,-9999
986,-9999
987,-9999
988,-9999
989,-9999
990,-9999
991,-9999
992,-9999
993,-9999
994,-9999
995,-9999
996,-9999
997,-9999
998,-9999
999,-9999
1000,-9999
1001,-9999
1002,-9999
1003,-9999
1004,-9999
1005,-9999
1006,-9999
1007,-9999
1008,-9999
1009,-9999
1010,-9999
1011,-9999
1012,-9999
1013,-9999
1014,-9999
1015,-9999
1016,-9999
1017,-9999
1018,-9999
1019,-9999
1020,-9999
1021,-9999
1022,-9999
1023,-9999
1024,-9999
1025,-9999
1026,-9999
1027,-9999
1028,-9999
1029,-9999
1030,-9999
1031,-9999
1032,-9999
1033,-9999
1034,-9999
1035,-9999
1036,-9999
1037,-9999
1038,-9999
1039,-9999
1040,-9999
1041,-9999
1042,-9999
1043,-9999
1044,-9999
1045,-9999
1046,-9999
1047,-9999
1048,-9999
1049,-9999
1050,-9999
1051,-9999
1052,-9999
1053,-9999
1054,-9999
1055,-9999
1056,-9999
1057,-9999
1058,-9999
1059,-9999
1060,-9999
1061,-9999
1062,-9999
1063,-9999
1064,-9999
1065,-9999
1066,-9999
1067,-9999
1068,-9999
1069,-9999
1070,-9999
1071,-9999
1072,-9999
1073,-9999
1074,-9999
1075,-9999
1076,-9999
1077,-9999
1078,-9999
1079,-9999
1080,-9999
1081,-9999
1082,-9999
1083,-9999
1084,-9999
1085,-9999
1086,-9999
1087,-9999
1088,-9999
1089,-9999
1090,-9999
1091,-9999
1092,-9999
1093,-9999
1094,-9999
1095,-9999
1096,-9999
1097,-9999
1098,-9999
1099,-9999
1100,-9999
1101,-9999
1102,-9999
1103,-9999
1104,-9999
1105,-9999
1106,-9999
1107,-9999
1108,-9999
1109,-9999
1110,-9999
1111,-9999
1112,-9999
1113,-9999
1114,-9999
1115,-9999
1116,-9999
1117,-9999
1118,-9999
1119,-9999
1120,-9999
1121,-9999
1122,-9999
1123,-9999
1124,-9999
1125,-9999
1126,-9999
1127,-9999
1128,-9999
1129,-9999
1130,-9999
1131,-9999
1132,-9999
1133,-9999
1134,-9999
1135,-9999
1136,-9999
1137,-9999
1138,-9999
1139,-9999
1140,-9999
1141,-9999
1142,-9999
1143,-9999
1144,-9999
1145,-9999
1146,-9999
1147,-9999
1148,-9999
1149,-9999
1150,-9999
1151,-9999
1152,-9999
1153,-9999
1154,-9999
1155,-9999
1156,-9999
1157,-9999
1158,-9999
1159,-9999
1160,-9999
1161,-9999
1162,-9999
1163,-9999
1164,-9999
1165,-9999
1166,-9999
1167,-9999
1168,-9999
1169,-9999
1170,-9999
1171,-9999
1172,-9999
1173,-9999
1174,-9999
1175,-9999
1176,-9999
1177,-9999
1178,-9999
1179,-9999
1180,-9999
1181,-9999
1182,-9999
1183,-9999
1184,-9999
1185,-9999
1186,-9999
1187,-9999
1188,-9999
1189,-9999
1190,-9999
1191,-9999
1192,-9999
1193,-9999
1194,-9999
1195,-9999
1196,-9999
1197,-9999
1198,-9999
1199,-9999
1200,-9999
1201,-9999
1202,-9999
1203,-9999
1204,-9999
1205,-9999
1206,-9999
1207,-9999
1208,-9999
1209,-9999
1210,-9999
1211,-9999
1212,-9999
1213,-9999
1214,-9999
1215,-9999
1216,-9999
1217,-9999
1218,-9999
1219,-9999
1220,-9999
1221,-9999
1222,-9999
1223,-9999
1224,-9999
1225,-9999
1226,-9999
1227,-9999
1228,-9999
1229,-9999
1230,-9999
1231,-9999
1232,-9999
1233,-9999
1234,-9999
1235,-9999
1236,-9999
1237,-9999
1238,-9999
1239,-9999
1240,-9999
1241,-9999
1242,-9999
1243,-9999
1244,-9999
1245,-9999
1246,-9999
1247,-9999
1248,-9999
1249,-9999
1250,-9999
1251,-9999
1252,-9999
1253,-9999
1254,-9999
1255,-9999
1256,-9999
1257,-9999
1258,-9999
1259,-9999
1260,-9999
1261,-9999
1262,-9999
1263,-9999
1264,-9999
1265,-9999
1266,-9999
1267,-9999
1268,-9999
1269,-9999
1270,-9999
1271,-9999
1272,-9999
1273,-9999
1274,-9999
1275,-9999
1276,-9999
1277,-9999
1278,-9999
1279,-9999
1280,-9999
1281,-9999
1282,-9999
1283,-9999
1284,-9999
1285,-9999
1286,-9999
1287,-9999
1288,-9999
1289,-9999
1290,-9999
1291,-9999
1292,-9999
1293,-9999
1294,-9999
1295,-9999
1296,-9999
1297,-9999
1298,-9999
1299,-9999
1300,-9999
1301,-9999
1302,-9999
1303,-9999
1304,-9999
1305,-9999
1306,-9999
1307,-9999
1308,-9999
1309,-9999
1310,-9999
1311,-9999
1312,-9999
1313,-9999
1314,-9999
1315,-9999
1316,-9999
1317,-9999
1318,-9999
1319,-9999
1320,-9999
1321,-9999
1322,-9999
1323,-9999
1324,-9999
1325,-9999
1326,-9999
1327,-9999
1328,-9999
1329,-9999
1330,-9999
1331,-9999
1332,-9999
1333,-9999
1334,-9999
1335,-9999
1336,-9999
1337,-9999
1338,-9999
1339,-9999
1340,-9999
1341,-9999
1342,-9999
1343,-9999
1344,-9999
1345,-9999
1346,-9999
1347,-9999
1348,-9999
1349,-9999
1350,-9999
1351,-9999
1352,-9999
1353,-9999
1354,-9999
1355,-9999
1356,-9999
1357,-9999
1358,-9999
1359,-9999
1360,-9999
1361,-9999
1362,-9999
1363,-9999
1364,-9999
1365,-9999
1366,-9999
1367,-9999
1368,-9999
1369,-9999
1370,-9999
1371,-9999
1372,-9999
1373,-9999
1374,-9999
1375,-9999
1376,-9999
1377,-9999
1378,-9999
1379,-9999
1380,-9999
1381,-9999
1382,-9999
1383,-9999
1384,-9999
1385,-9999
1386,-9999
1387,-9999
1388,-9999
1389,-9999
1390,-9999
1391,-9999
1392,-9999
1393,-9999
1394,-9999
1395,-9999
1396,-9999
1397,-9999
1398,-9999
1399,-9999
1400,-9999
1401,-9999
1402,-9999
1403,-9999
1404,-9999
1405,-9999
1406,-9999
1407,-9999
1408,-9999
1409,-9999
1410,-9999
1411,-9999
1412,-9999
1413,-9999
1414,-9999
1415,-9999
1416,-9999
1417,-9999
1418,-9999
1419,-9999
1420,-9999
1421,-9999
1422,-9999
1423,-9999
1424,-9999
1425,-9999
1426,-9999
1427,-9999
1428,-9999
1429,-9999
1430,-9999
1431,-9999
1432,-9999
1433,-9999
1434,-9999
1435,-9999
1436,-9999
1437,-9999
1438,-9999
1439,-9999
1440,-9999
1441,-9999
1442,-9999
1443,-9999
1444,-9999
1445,-9999
1446,-9999
1447,-9999
1448,-9999
1449,-9999
1450,-9999
1451,-9999
1452,-9999
1453,-9999
1454,-9999
1455,-9999
1456,-9999
1457,-9999
1458,-9999
1459,-9999
1460,-9999
1461,-9999
1462,-9999
1463,-9999
1464,-9999
1465,-9999
1466,-9999
1467,-9999
1468,-9999
1469,-9999
1470,-9999
1471,-9999
1472,-9999
1473,-9999
1474,-9999
1475,-9999
1476,-9999
1477,-9999
1478,-9999
1479,-9999
1480,-9999
1481,-9999
1482,-9999
1483,-9999
1484,-9999
1485,-9999
1486,-9999
1487,-9999
1488,-9999
1489,-9999
1490,-9999
1491,-9999
1492,-9999
1493,-9999
1494,-9999
1495,-9999
1496,-9999
1497,-9999
1498,-9999
1499,-9999
1500,-9999
1501,-9999
1502,-9999
1503,-9999
1504,-9999
1505,-9999
1506,-9999
1507,-9999
1508,-9999
1509,-9999
1510,-9999
1511,-9999
1512,-9999
1513,-9999
1514,-9999
1515,-9999
1516,-9999
1517,-9999
1518,-9999
1519,-9999
1520,-9999
1521,-9999
1522,-9999
1523,-9999
1524,-9999
1525,-9999
1526,-9999
1527,-9999
1528,-9999
1529,-9999
1530,-9999
1531,-9999
1532,-9999
1533,-9999
1534,-9999
1535,-9999
1536,-9999
1537,-9999
1538,-9999
1539,-9999
1540,-9999
1541,-9999
1542,-9999
1543,-9999
1544,-9999
1545,-9999
1546,-9999
1547,-9999
1548,-9999
1549,-9999
1550,-9999
1551,-9999
1552,-9999
1553,-9999
1554,-9999
1555,-9999
1556,-9999
1557,-9999
1558,-9999
1559,-9999
1560,-9999
1561,-9999
1562,-9999
1563,-9999
1564,-9999
1565,-9999
1566,-9999
1567,-9999
1568,-9999
1569,-9999
1570,-9999
1571,-9999
1572,-9999
1573,-9999
1574,-9999
1575,-9999
1576,-9999
1577,-9999
1578,-9999
1579,-9999
1580,-9999
1581,-9999
1582,-9999
1583,-9999
1584,-9999
1585,-9999
1586,-9999
1587,-9999
1588,-9999
1589,-9999
1590,-9999
1591,-9999
1592,-9999
1593,-9999
1594,-9999
1595,-9999
1596,-9999
1597,-9999
1598,-9999
1599,-9999
1600,-9999
1601,-9999
1602,-9999
1603,-9999
1604,-9999
1605,-9999
1606,-9999
1607,-9999
1608,-9999
1609,-9999
1610,-9999
1611,-9999
1612,-9999
1613,-9999
1614,-9999
1615,-9999
1616,-9999
1617,-9999
1618,-9999
1619,-9999
1620,-9999
1621,-9999
1622,-9999
1623,-9999
1624,-9999
1625,-9999
1626,-9999
1627,-9999
1628,-9999
1629,-9999
1630,-9999
1631,-9999
1632,-9999
1633,-9999
1634,-9999
1635,-9999
1636,-9999
1637,-9999
1638,-9999
1639,-9999
1640,-9999
1641,-9999
1642,-9999
1643,-9999
1644,-9999
1645,-9999
1646,-9999
1647,-9999
1648,-9999
1649,-9999
1650,-9999
1651,-9999
1652,-9999
1653,-9999
1654,-9999
1655,-9999
1656,-9999
1657,-9999
1658,-9999
1659,-9999
1660,-9999
1661,-9999
1662,-9999
1663,-9999
1664,-9999
1665,-9999
1666,-9999
1667,-9999
1668,-9999
1669,-9999
1670,-9999
1671,-9999
1672,-9999
1673,-9999
1674,-9999
1675,-9999
1676,-9999
1677,-9999
1678,-9999
1679,-9999
1680,-9999
1681,-9999
1682,-9999
1683,-9999
1684,-9999
1685,-9999
1686,-9999
1687,-9999
1688,-9999
1689,-9999
1690,-9999
1691,-9999
1692,-9999
1693,-9999
1694,-9999
1695,-9999
1696,-9999
1697,-9999
1698,-9999
1699,-9999
1700,-9999
1701,-9999
1702,-9999
1703,-9999
1704,-9999
1705,-9999
1706,-9999
1707,-9999
1708,-9999
1709,-9999
1710,-9999
1711,-9999
1712,-9999
1713,-9999
1714,-9999
1715,-9999
1716,-9999
1717,-9999
1718,-9999
1719,-9999
1720,-9999
1721,-9999
1722,-9999
1723,-9999
1724,-9999
1725,-9999
1726,-9999
1727,-9999
1728,-9999
1729,-9999
1730,-9999
1731,-9999
1732,-9999
1733,-9999
1734,-9999
1735,-9999
1736,-9999
1737,-9999
1738,-9999
1739,-9999
1740,-9999
1741,-9999
1742,-9999
1743,-9999
1744,-9999
1745,-9999
1746,-9999
1747,-9999
1748,-9999
1749,-9999
1750,-9999
1751,-9999
1752,-9999
1753,-9999
1754,-9999
1755,-9999
1756,-9999
1757,-9999
1758,-9999
1759,-9999
1760,-9999
1761,-9999
1762,-9999
1763,-9999
1764,-9999
1765,-9999
1766,-9999
1767,-9999
1768,-9999
1769,-9999
1770,-9999
1771,-9999
1772,-9999
1773,-9999
1774,-9999
1775,-9999
1776,-9999
1777,-9999
1778,-9999
1779,-9999
1780,-9999
1781,-9999
1782,-9999
1783,-9999
1784,-9999
1785,-9999
1786,-9999
1787,-9999
1788,-9999
1789,-9999
1790,-9999
1791,-9999
1792,-9999
1793,-9999
1794,-9999
1795,-9999
1796,-9999
1797,-9999
1798,-9999
1799,-9999
1800,-9999
1801,-9999
1802,-9999
1803,-9999
1804,-9999
1805,-9999
1806,-9999
1807,-9999
1808,-9999
1809,-9999
1810,-9999
1811,-9999
1812,-9999
1813,-9999
1814,-9999
1815,-9999
1816,-9999
1817,-9999
1818,-9999
1819,-9999
1820,-9999
1821,-9999
1822,-9999
1823,-9999
1824,-9999
1825,-9999
1826,-9999
1827,-9999
1828,-9999
1829,-9999
1830,-9999
1831,-9999
1832,-9999
1833,-9999
1834,-9999
1835,-9999
1836,-9999
1837,-9999
1838,-9999
1839,-9999
1840,-9999
1841,-9999
1842,-9999
1843,-9999
1844,-9999
1845,-9999
1846,-9999
1847,-9999
1848,-9999
1849,-9999
1850,-9999
1851,-9999
1852,-9999
1853,-9999
1854,-9999
1855,-9999
1856,-9999
1857,-9999
1858,-9999
1859,-9999
1860,-9999
1861,-9999
1862,-9999
1863,-9999
1864,-9999
1865,-9999
1866,-9999
1867,-9999
1868,-9999
1869,-9999
1870,-9999
1871,-9999
1872,-9999
1873,-9999
1874,-9999
1875,-9999
1876,-9999
1877,-9999
1878,-9999
1879,-9999
1880,-9999
1881,-9999
1882,-9999
1883,-9999
1884,-9999
1885,-9999
1886,-9999
1887,-9999
1888,-9999
1889,-9999
1890,-9999
1891,-9999
1892,-9999
1893,-9999
1894,-9999
1895,-9999
1896,-9999
1897,-9999
1898,-9999
1899,-9999
1900,-9999
1901,-9999
1902,-9999
1903,-9999
1904,-9999
1905,-9999
1906,-9999
1907,-9999
1908,-9999
1909,-9999
1910,-9999
1911,-9999
1912,-9999
1913,-9999
1914,-9999
1915,-9999
1916,-9999
1917,-9999
1918,-9999
1919,-9999
1920,-9999
1921,-9999
1922,-9999
1923,-9999
1924,-9999
1925,-9999
1926,-9999
1927,-9999
1928,-9999
1929,-9999
1930,-9999
1931,-9999
1932,-9999
1933,-9999
1934,-9999
1935,-9999
1936,-9999
1937,-9999
1938,-9999
1939,-9999
1940,-9999
1941,-9999
1942,-9999
1943,-9999
1944,-9999
1945,-9999
1946,-9999
1947,-9999
1948,-9999
1949,-9999
1950,-9999
1951,-9999
1952,-9999
1953,-9999
1954,-9999
1955,-9999
1956,-9999
1957,-9999
1958,-9999
1959,-9999
1960,-9999
1961,-9999
1962,-9999
1963,-9999
1964,-9999
1965,-9999
1966,-9999
1967,-9999
1968,-9999
1969,-9999
1970,-9999
1971,0.00317024190416293
1972,0.00021453009316849
1973,-9999
1974,-9999
1975,-9999
1976,-9999
1977,-9999
1978,-9999
1979,-9999
1980,-9999
1981,-9999
1982,-9999
1983,-9999
1984,-9999
1985,-9999
1986,-9999
1987,-9999
1988,-9999
1989,-9999
1990,-9999
1991,8.2972500674917e-06
1992,8.2972500674917e-06
1993,-9999
1994,2.66473376736929e-05
1995,9.1592599825764e-05
1996,6.97560364852772e-05
1997,0.000191555327718725
1998,0.000191555327718725
1999,0.000219011602907839
2000,0.000264660496955287
2001,-9999
2002,-9999
2003,-9999
2004,-9999
2005,-9999
2006,-9999
2007,-9999
2008,-9999
2009,-9999
2010,-9999
2011,-9999
2012,-9999
2013,-9999
2014,-9999
2015,-9999
2016,-9999
2017,-9999
2018,-9999
2019,-9999
2020,-9999
2021,-9999
2022,-9999
2023,-9999
2024,-9999
2025,-9999
2026,-9999
2027,-9999
2028,-9999
2029,-9999
2030,-9999
2031,-9999
2032,-9999
2033,-9999
2034,-9999
2035,-9999
2036,-9999
2037,-9999
2038,-9999
2039,-9999
2040,-9999
2041,-9999
2042,-9999
2043,-9999
2044,-9999
2045,-9999
2046,-9999
2047,-9999
2048,-9999
2049,-9999
2050,-9999
2051,-9999
2052,-9999
2053,-9999
2054,-9999
2055,-9999
2056,-9999
2057,-9999
2058,-9999
2059,-9999
2060,-9999
2061,-9999
2062,-9999
2063,-9999
2064,-9999
2065,-9999
2066,-9999
2067,0.00230299758665612
2068,0.000454160628420616
2069,0.000102288345162094
2070,-9999
2071,-9999
2072,-9999
2073,-9999
2074,-9999
2075,-9999
2076,-9999
2077,-9999
2078,-9999
2079,-9999
2080,-9999
2081,-9999
2082,-9999
2083,-9999
2084,-9999
2085,-9999
2086,8.6592922782673e-06
2087,8.6592922782673e-06
2088,0.000102288345162094
2089,5.06608001119086e-05
2090,9.16028315769006e-05
2091,0.000100089138647331
2092,0.000167245238393411
2093,0.000212250014270355
2094,0.000309041092478036
2095,0.000372775729130946
2096,0.000439521998653701
2097,0.000509099426454762
2098,0.000581378030711201
2099,0.000626887181422428
2100,-9999
2101,-9999
2102,-9999
2103,-9999
2104,-9999
2105,-9999
2106,-9999
2107,-9999
2108,-9999
2109,-9999
2110,-9999
2111,-9999
2112,-9999
2113,-9999
2114,-9999
2115,-9999
2116,-9999
2117,-9999
2118,-9999
